Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,EVEBITDA,Debt to equity,Return on equity,Interest Coverage Ratio,Pledged percentage,Sales growth 3Years,Profit growth 3Years,Average return on equity 3Years,Cash from operations last year,Operating cash flow 3years,Average return on capital employed 3Years,OPM,Sales growth,Capital work in progress
Nova Iron &Steel,513566,,INE608C01026,Industrial Products,Iron & Steel Products,14.14,,51.10,0.00,0.86,-201.81,67.49,-40.26,-4.16,109.87,,,-1.43,0.00,-12.56,,,-8.57,16.66,-7.09,0.38,4.05,91.25
NRB Indl Bearing,535458,NIBL,INE047O01014,Industrial Products,Abrasives & Bearings,32.65,,79.18,0.00,-6.59,-29.47,18.90,1.89,-18.17,-43.48,,,-1.20,0.00,-2.16,,,-3.89,-20.35,-18.25,-13.95,11.93,2.56
Om Metallogic,544559,,INE0R8Q01018,Industrial Products,"Aluminium, Copper & Zinc Products",29.00,4.77,22.80,0.00,3.77,69.82,53.07,57.66,22.78,3.47,0.11,19.52,10.49,0.00,26.17,63.18,27.45,-13.51,-10.29,25.71,9.34,25.22,0.00
Omnitech Engg.,544720,OMNI,INE0UH301010,Industrial Manufacturing,Industrial Products,533.95,63.52,6603.15,0.00,29.73,470.63,166.66,61.48,17.55,30.64,0.64,17.96,4.48,0.00,42.33,34.94,21.77,-1.98,-49.67,18.22,33.96,49.11,24.39
Oriana Power Ltd,,ORIANA,INE0OUT01027,Electrical Equipment,Other Electrical Equipment,330.75,13.32,3360.28,0.00,130.41,19.02,1032.49,64.51,39.61,8.42,0.67,39.64,6.51,6.39,137.89,188.03,44.16,337.04,629.66,39.82,21.95,83.72,146.50
Oricon Enterpris,513121,ORICONENT,INE730A01022,Industrial Products,Packaging,51.40,48.69,807.23,0.39,15.49,37.89,7.19,-7.58,2.08,26.10,0.00,1.28,35.83,0.00,-33.88,9.19,4.71,-2.31,23.97,0.38,-129.78,-20.59,16.74
Orient Ceratech,504879,ORIENTCER,INE569C01020,Industrial Products,Electrodes & Refractories,47.80,16.97,571.88,0.73,8.57,177.17,100.65,4.57,11.45,9.68,0.13,9.13,9.72,0.00,9.53,23.41,6.25,51.18,57.57,8.55,12.85,24.40,8.62
Orient Press,526325,ORIENTLTD,INE609C01024,Industrial Products,Packaging,80.48,,80.48,0.00,-1.25,-58.23,21.53,-17.98,3.49,17.01,0.90,-2.22,0.63,0.00,-9.30,16.17,-3.00,9.16,30.45,3.13,2.54,-6.49,0.12
Oriental Rail,531859,ORIRAIL,INE457G01029,Industrial Products,Other Industrial Products,121.12,17.24,812.22,0.08,10.75,83.13,137.58,16.69,12.04,10.66,0.76,11.01,3.49,0.00,20.78,136.83,11.30,-29.73,-47.47,11.80,15.46,-0.67,13.02
Oswal Pumps,544418,OSWALPUMPS,INE0BYP01024,Industrial Products,"Compressors, Pumps & Diesel Engines",274.95,9.31,3134.56,0.00,54.14,-42.82,473.56,-7.86,38.24,6.26,0.14,35.16,14.91,0.00,75.02,122.59,49.74,-77.08,-210.75,63.23,22.11,29.03,43.56
P S Raj Steels,,PSRAJ,INE0XUS01020,Industrial Products,Iron & Steel Products,99.30,43.78,374.28,0.00,4.62,30.51,135.78,7.29,16.10,28.56,0.01,12.35,35.15,0.00,5.95,32.81,15.42,7.52,1.19,19.15,4.92,1.18,0.00
P.M. Telelinnks,513403,,INE092C01015,Industrial Products,Iron & Steel Products,15.56,,15.68,0.00,-0.01,0.00,0.00,-100.00,-1.94,-111.86,0.00,-2.24,,0.00,-54.84,,-0.29,0.00,0.01,-0.18,-11.20,-79.87,0.00
Padmanabh Alloys,531779,,INE630U01014,Industrial Products,Plastic Products - Industrial,20.95,11.81,11.34,0.00,0.54,300.00,15.74,52.37,4.52,9.55,0.48,1.66,2.98,0.00,3.18,-13.28,3.31,1.31,1.61,5.83,3.24,28.19,0.00
Pan Electronics,517397,,INE648E01010,Industrial Manufacturing,Industrial Products,26.64,,10.66,0.00,-0.41,-583.33,0.79,-59.69,-17.10,-40.28,,,-15.40,0.00,20.78,15.62,,-2.03,-6.30,-24.87,-56.48,-64.71,0.06
Panasonic Carbon,508941,,INE013E01017,Industrial Products,Electrodes & Refractories,405.35,10.14,194.57,2.96,4.26,-32.38,11.10,-30.10,16.79,6.87,0.00,11.80,,0.00,2.98,18.26,12.25,10.99,21.46,16.81,30.48,-9.34,0.00
Panchmahal Steel,513511,PANCHMAHQ,INE798F01010,Industrial Products,Iron & Steel Products,290.10,138.38,553.51,1.03,4.34,326.04,93.97,7.35,3.10,26.58,0.23,-1.48,2.84,5.79,-7.70,,0.85,28.56,63.21,4.55,5.00,4.87,0.42
Pankaj Polymers,531280,,INE698B01011,Industrial Products,Packaging,126.60,24.89,70.19,0.00,0.45,364.71,0.96,108.70,15.80,22.23,0.00,14.44,24.23,0.00,-9.95,225.86,4.31,-0.34,-0.46,5.78,-47.22,9.09,0.00
Paramount Comm.,530555,PARACABLES,INE074B01023,Industrial Products,Cables - Electricals,59.81,32.12,1957.22,0.00,19.70,6.49,529.40,17.35,12.35,16.73,0.16,7.99,4.41,0.00,34.09,7.69,12.24,-38.02,-34.86,14.44,4.31,16.77,0.00
Paramount Specia,,PSFL,INE0Q6001012,Industrial Products,Other Industrial Products,34.55,16.19,68.00,0.00,2.07,-27.87,61.61,-1.57,9.40,9.69,0.50,7.76,3.70,0.00,2.82,15.02,14.38,5.92,-1.30,17.04,6.25,9.12,15.07
Paras Defence,543367,PARAS,INE045601023,Aerospace & Defense,Aerospace & Defense,1321.00,115.11,10645.59,0.08,20.74,42.70,127.91,37.26,17.19,72.30,0.04,12.38,24.85,0.00,28.92,32.76,10.78,24.61,23.90,14.37,25.51,36.61,15.58
Parmeshwar Metal,544330,,INE0QQJ01021,Industrial Products,"Aluminium, Copper & Zinc Products",321.00,15.20,491.32,0.39,23.46,250.15,1127.70,50.08,43.41,11.11,0.23,37.41,26.32,0.00,26.62,53.72,29.09,21.64,19.02,30.30,2.18,42.72,0.00
Parth Electrical,,PARTH,INE1H7V01011,Electrical Equipment,Other Electrical Equipment,514.05,50.42,718.02,0.00,8.13,35.73,117.61,12.26,21.05,29.07,0.15,18.73,9.74,0.00,44.57,80.29,25.03,-4.06,3.77,29.04,10.53,13.36,13.11
Patels Airtemp,517417,,INE082C01024,Industrial Manufacturing,Industrial Products,407.20,32.52,222.75,0.74,-0.62,-122.14,15.52,-81.20,9.50,12.41,0.53,6.33,1.93,0.00,-3.50,-2.86,9.25,22.80,73.94,12.54,10.01,-47.91,2.81
Patil Automation,,PATILAUTOM,INE17GV01016,Industrial Manufacturing,Industrial Products,352.05,43.21,768.20,0.00,11.54,,95.31,,,25.06,0.15,12.83,10.13,0.00,,,,-0.62,,0.00,14.80,,0.00
Pennar Industrie,513228,PENIND,INE932A01024,Industrial Manufacturing,Industrial Products,184.90,17.61,2505.33,0.00,35.41,10.86,870.42,2.93,15.15,8.21,1.00,12.39,2.34,8.73,7.74,21.10,12.23,202.12,682.82,15.59,9.93,9.17,135.52
Pentagon Rubber,,PENTAGON,INE0ORS01017,Industrial Products,Rubber,90.50,37.92,69.78,0.00,1.21,-31.25,24.11,-3.64,7.40,17.32,0.92,5.60,3.37,0.00,5.50,-15.96,10.87,-3.62,-10.22,10.80,9.53,3.20,0.00
Perfect Infraeng,,PERFECT,INE925S01012,Electrical Equipment,Other Electrical Equipment,1.70,3.62,2.97,0.00,0.71,-49.29,2.66,-41.41,0.92,6.32,0.24,3.04,1.06,0.00,73.60,34.82,-1.15,-6.15,-7.00,-1.14,23.21,-18.04,0.00
Permanent Magnet,504132,PERMAGN,INE418E01018,Electrical Equipment,Other Electrical Equipment,852.45,55.58,733.11,0.26,3.80,-38.41,63.23,18.08,13.83,18.02,0.56,10.52,4.67,0.00,,,12.40,17.58,79.46,14.31,15.67,15.49,8.08
Phychem Technologies,544902,,INE24YP01017,Industrial Products,Other Industrial Products,51.00,12.77,52.22,0.00,,,,,38.96,8.04,0.43,34.82,6.19,0.00,10.14,45.79,32.96,0.78,5.87,33.61,10.84,12.27,0.03
Pitti Engg.,513519,PITTIENG,INE450D01021,Industrial Manufacturing,Industrial Products,1162.40,35.18,4376.85,0.22,29.50,28.93,529.09,15.89,14.84,14.00,0.82,12.51,2.96,0.00,20.25,26.21,16.23,204.91,573.47,16.99,16.45,12.19,49.81
Pix Transmission,500333,PIXTRANS,INE751B01018,Industrial Products,Rubber,1734.80,17.94,2364.53,0.52,52.75,89.34,149.25,22.80,21.73,11.30,0.03,16.44,60.50,0.00,6.19,17.91,18.34,171.08,415.73,23.73,25.30,4.27,3.44
Plaza Wires,544003,PLAZACABLE,INE0INJ01017,Industrial Products,Cables - Electricals,59.94,24.44,262.25,0.00,4.50,316.67,90.24,38.07,8.38,13.93,0.25,5.70,5.14,0.00,20.34,-1.53,4.09,4.17,-12.07,6.76,6.08,45.13,0.10
Polycab India,542652,POLYCAB,INE455K01017,Industrial Products,Cables - Electricals,8408.50,44.24,126713.13,0.56,796.66,32.46,8209.73,39.01,33.21,27.73,0.02,23.05,15.24,0.00,26.98,27.50,22.56,3810.67,6915.44,31.37,13.74,32.06,1139.26
Polycon Intl.,531397,,INE262C01014,Industrial Products,Packaging,25.20,,12.32,0.00,-0.47,-80.77,4.25,-2.52,-2.65,180.81,31.40,-112.94,-0.55,0.00,-12.39,,-48.66,2.68,1.73,1.21,-0.51,-14.83,2.38
Polymac Thermof.,537573,,INE826P01018,Industrial Products,Plastic Products - Industrial,11.05,528.00,5.28,0.00,-0.33,67.00,8.70,85.11,2.03,19.06,0.43,0.09,1.40,0.00,14.27,-71.89,1.14,-1.65,-3.08,2.66,1.45,53.57,0.00
Polymechplast Ma,526043,,INE809B01014,Industrial Manufacturing,Industrial Products,45.46,10.52,25.47,2.20,-0.71,-184.00,9.93,-17.11,0.32,5.78,0.17,-11.84,9.23,0.00,-0.14,,-1.92,-5.24,-2.61,3.85,-0.78,6.87,0.00
Polyplex Corpn,524051,POLYPLEX,INE633B01018,Industrial Products,Packaging,1086.20,21.96,3409.85,0.28,171.07,571.41,2253.62,29.62,0.89,4.82,0.22,0.54,6.38,0.00,-2.53,-60.43,2.40,536.85,1430.10,3.30,7.79,9.55,70.00
Polysil Irrigati,,POLYSIL,INE517M01028,Industrial Products,Plastic Products - Industrial,60.90,37.71,161.42,0.00,0.20,115.75,5.09,1857.69,8.79,29.79,0.61,6.93,2.43,0.00,1.26,42.55,3.57,-47.58,-51.15,7.96,11.22,228.72,0.00
Polyspin Exports,539354,POLYSPIN,INE914G01029,Industrial Products,Packaging,28.98,5.12,28.98,0.00,1.50,7.14,53.14,-7.36,7.63,5.74,1.02,8.29,1.76,0.00,2.73,0.74,3.75,32.40,30.82,5.92,4.60,-5.26,0.01
Poojawes. Metal.,540727,,INE973X01012,Industrial Products,Other Industrial Products,16.06,11.80,16.29,6.23,0.42,-10.64,16.55,51.70,10.12,7.54,1.51,9.12,2.38,0.00,33.82,7.65,11.44,2.92,1.80,11.34,4.73,45.84,0.00
Power & Instrum.,543912,PIGL,INE557Z01018,Electrical Equipment,Other Electrical Equipment,100.47,15.67,212.68,0.20,2.66,3.10,40.68,-1.50,14.21,10.54,0.16,10.48,4.91,0.00,29.04,55.18,12.08,-7.64,-39.05,17.02,10.26,7.98,0.00
Powerica Ltd,544744,POWERICA,INE921L01032,Electrical Equipment,Heavy Electrical Equipment,582.95,26.24,7377.34,0.00,64.43,28.14,780.11,26.66,15.67,15.73,0.29,17.36,15.23,0.00,8.19,35.91,17.00,452.88,984.88,21.48,12.49,13.50,179.28
Praj Industries,522205,PRAJIND,INE074A01025,Industrial Manufacturing,Industrial Products,315.90,114.94,5806.66,1.14,11.61,117.42,715.82,11.81,6.12,27.21,0.13,1.48,5.64,0.00,-3.53,-56.16,11.74,200.09,442.44,17.77,4.64,2.35,6.19
Prakash Pipes,542684,PPL,INE050001010,Industrial Products,Plastic Products - Industrial,263.05,12.74,629.17,1.29,16.42,59.26,241.45,18.70,12.42,7.02,0.04,9.23,24.56,0.00,3.61,-10.16,17.38,20.04,213.00,22.91,8.27,6.12,18.24
Prakash Steelage,533239,PRAKASHSTL,INE696K01024,Industrial Products,Iron & Steel Products,3.62,102.18,63.35,0.00,0.16,-57.89,16.81,2.31,10.54,32.84,0.05,9.13,13.00,0.10,-1.50,-41.05,,6.61,32.48,15.09,1.90,19.55,0.00
Prec. Electronic,517258,,INE143C01024,Industrial Manufacturing,Industrial Products,193.05,,267.37,0.00,-2.36,-742.86,13.28,-40.34,7.15,53.39,4.82,3.93,0.76,0.00,30.47,34.66,3.35,4.02,12.25,7.55,7.38,12.64,11.51
Prec. Wires (I),523539,PRECWIRE,INE372C01037,Industrial Products,"Aluminium, Copper & Zinc Products",502.60,52.61,9187.93,0.25,46.45,71.47,1779.24,59.49,32.94,27.97,0.38,22.80,4.33,0.00,21.27,38.03,18.63,272.96,500.56,28.35,5.47,46.02,182.98
Premier,500540,PREMIER,INE342A01018,Industrial Manufacturing,Industrial Products,2.80,,8.50,0.00,-1.76,9.28,0.00,,,238.91,,,-3.95,0.00,,16.22,,-1.61,-5.02,0.00,,,3.52
Premier Cap Serv,511016,,INE946K01023,Electrical Equipment,Other Electrical Equipment,5.96,32.97,22.09,0.00,0.25,247.06,0.15,25.00,-1.19,34.00,0.10,-2.59,,0.00,1.82,-41.52,-1.67,-0.14,-0.42,-1.32,-28.33,-10.45,0.00
Premier Energies,544238,PREMIERENE,INE0BS701011,Electrical Equipment,Other Electrical Equipment,896.40,24.44,40692.21,0.11,471.92,50.45,2462.59,35.25,32.71,15.40,0.86,40.99,14.25,0.00,76.27,364.81,44.85,1261.06,2699.26,33.02,30.04,26.70,2143.87
Premier Polyfilm,514354,PREMIERPOL,INE309M01020,Industrial Products,Plastic Products - Industrial,95.40,28.59,999.24,0.16,9.08,51.33,87.92,35.07,28.86,19.41,0.13,24.00,61.65,0.00,5.45,39.65,24.26,26.70,65.33,29.32,16.21,19.36,0.50
Presstonic Engi.,,PRESSTONIC,INE0R1601012,Industrial Manufacturing,Industrial Products,52.50,30.78,80.02,0.00,2.27,-57.09,20.33,13.20,9.80,11.84,0.31,6.54,2.35,0.00,24.41,2.28,7.66,-6.45,-11.03,12.27,17.68,92.49,0.00
Prima Innovation,544855,,INE13LA01027,Industrial Products,Plastic Products - Industrial,27.72,,30.49,0.00,0.46,183.64,15.30,24.19,-2.15,61.79,0.96,-7.32,-0.67,0.00,,,,4.12,,-2.15,1.67,22.97,1.85
Prime Cable Ind.,,PRIMECAB,INE0CQA01020,Industrial Products,Cables - Electricals,171.10,22.02,313.52,0.00,6.76,66.94,144.17,69.73,28.03,14.31,0.85,37.79,4.95,0.00,47.23,356.18,42.80,-13.21,-8.63,23.59,10.09,66.71,1.00
Prince Pipes,542907,PRINCEPIPE,INE689W01016,Industrial Products,Plastic Products - Industrial,261.80,27.79,2894.49,0.38,33.75,600.21,609.42,5.00,6.03,10.33,0.09,4.60,18.29,0.00,-1.40,-15.03,6.11,526.46,678.31,8.22,10.26,5.10,25.93
Prizor Viztech,,PRIZOR,INE0V9N01017,Industrial Manufacturing,Industrial Products,1128.10,58.16,1217.92,0.00,5.92,38.32,42.01,35.39,38.74,36.71,0.56,35.77,8.03,0.00,,,40.70,0.45,-15.47,42.00,22.33,115.36,12.32
Promact Plastics,526494,,INE818D01011,Industrial Products,Packaging,16.20,,10.55,0.00,16.45,206.67,5.12,7214.29,-207.14,-1110.00,,,-0.21,0.00,-53.49,,,4.00,6.03,-39.70,-4.80,466.30,0.00
Prostarm Info,544410,PROSTARM,INE0BX301013,Electrical Equipment,Other Electrical Equipment,141.17,21.76,831.13,0.00,5.01,221.15,75.82,48.72,17.88,15.57,0.31,16.58,11.12,0.00,18.13,19.07,23.14,-48.85,-60.67,27.13,12.83,32.89,21.47
PTC Industries,539006,PTCIL,INE596F01018,Industrial Products,Castings & Forgings,21810.00,260.36,32698.75,0.00,29.19,465.70,191.80,97.43,8.59,158.45,0.17,7.16,15.60,0.07,40.09,58.99,7.06,-68.66,-151.35,8.98,24.65,94.62,310.65
Purple Wave Info,544627,,INE0VDK01019,Industrial Manufacturing,Industrial Products,326.75,22.50,302.11,0.00,6.60,45.05,68.43,-1.30,36.88,15.61,0.29,35.91,12.58,0.00,27.73,173.01,50.27,-10.61,-13.87,49.13,13.54,14.36,0.00
Purv Flexi,,PURVFLEXI,INE0R6C01012,Industrial Products,Plastic Products - Industrial,43.35,20.45,90.96,0.00,-1.58,-92.61,323.39,46.03,8.10,7.78,1.51,3.23,1.75,0.00,25.62,-12.63,4.88,41.36,26.89,8.79,0.18,65.94,23.50
Pyramid Technopl,543969,PYRAMID,INE0MIS01010,Industrial Products,Packaging,162.29,19.04,596.98,0.31,10.45,32.11,222.49,35.82,12.28,11.74,0.66,10.96,5.38,0.00,12.36,-3.25,12.70,-41.37,-10.17,15.76,8.51,19.00,3.42
Quadrant Future,544336,QUADFUTURE,INE0LRY01011,Industrial Products,Cables - Electricals,547.50,,2190.00,0.00,-9.13,32.37,40.59,41.28,-15.48,-74.35,0.09,-15.45,-18.24,0.00,-0.02,,-10.45,-86.23,-136.26,-0.28,-19.79,7.14,1.60
Quality Foils,,QFIL,INE0O1M01015,Industrial Products,Iron & Steel Products,52.35,10.16,14.94,0.00,0.65,8.33,89.75,21.56,7.00,8.47,2.08,4.76,1.46,0.00,-0.42,-6.00,2.35,2.22,15.23,6.00,4.67,22.07,0.00
Quality Power El,544367,QPOWER,INE0SII01026,Electrical Equipment,Heavy Electrical Equipment,1517.80,88.18,11754.47,0.07,46.72,49.59,232.67,31.66,31.53,45.72,0.07,25.11,34.27,0.00,55.23,80.81,24.58,80.28,194.26,29.86,18.59,121.98,73.03
Quality RO Indu.,543460,,INE0KAF01018,Industrial Manufacturing,Industrial Products,30.36,,7.74,0.00,-0.70,-142.94,6.99,-13.70,0.44,34.24,0.63,-3.44,0.11,0.00,41.68,,9.36,-0.68,-6.54,12.94,2.42,-1.88,0.00
Quantum Digital,530281,,INE373C01019,Industrial Products,Packaging,47.43,,14.40,0.00,-0.14,-450.00,0.00,,,-45.73,,,,0.00,144.90,,,0.88,-5.33,0.00,-34.47,,0.00
Quest Flow,543982,,INE0OYE01013,Industrial Products,Other Industrial Products,167.30,,171.61,0.00,-5.40,-290.81,36.14,-3.86,3.71,21.40,0.07,-4.60,4.39,0.00,,,6.29,-8.04,-16.67,8.98,0.10,-7.22,0.00
R M Drip & Sprin,544456,RMDRIP,INE219Y01026,Industrial Products,Plastic Products - Industrial,23.62,28.69,1011.48,0.13,5.35,0.75,40.34,32.35,38.34,19.23,0.48,37.50,12.31,0.00,162.22,954.93,35.98,-11.44,-47.15,35.42,25.53,44.37,2.89
R R Kabel,543981,RRKABEL,INE777K01022,Industrial Products,Cables - Electricals,2528.30,46.76,28596.46,0.38,205.20,117.32,3168.20,53.90,28.10,28.61,0.13,21.33,10.49,0.00,20.19,39.13,19.07,295.29,1128.68,23.19,8.54,37.66,72.19
Raaj Medisafe,524502,,INE548H01015,Industrial Products,Packaging,95.00,66.11,156.03,0.00,1.97,34.93,29.46,86.10,11.89,14.93,1.38,4.91,2.81,0.00,27.47,-18.39,17.37,3.67,7.85,15.50,14.11,42.48,26.76
Raasi Refractor,502271,,INE858D01017,Industrial Manufacturing,Industrial Products,18.90,31.79,8.90,0.00,0.41,46.43,14.48,33.58,10.53,14.73,,,1.17,99.82,-2.22,-48.13,,-7.34,-5.43,13.92,-1.53,60.12,2.68
Raghav Product.,539837,RPEL,INE912T01018,Industrial Products,Electrodes & Refractories,1699.50,124.49,7804.44,0.06,19.57,67.55,86.91,48.72,30.30,89.31,0.02,24.27,118.00,0.00,23.22,28.33,21.27,37.00,96.58,26.27,29.76,33.90,4.24
Raj Packaging,530111,,INE639C01013,Industrial Products,Packaging,34.30,15.36,15.67,0.00,0.79,558.33,13.84,53.44,4.96,8.40,0.29,2.74,4.83,0.00,-11.23,39.25,-4.63,1.64,1.45,-2.27,6.04,19.60,0.00
Rajas. Tube Mfg,530253,,INE497E01020,Industrial Products,Iron & Steel Products,9.20,17.57,41.47,0.00,0.03,102.73,0.06,-99.55,15.03,13.88,0.00,13.21,96.33,0.00,-44.57,8.91,9.45,13.67,25.34,12.25,81.99,-94.31,0.00
Rajasthan Cylind,538707,,INE929D01016,Industrial Manufacturing,Industrial Products,30.70,,10.32,0.00,-0.64,-88.24,0.00,,-9.08,-6.50,0.02,-6.90,-61.00,0.00,,17.78,-6.03,-1.72,-1.63,-7.13,,-100.00,0.00
Rajeshwari Cans,543285,,INE0CQ101015,Industrial Products,Packaging,15.50,7.26,16.26,0.00,0.94,9.30,20.22,-1.80,17.50,4.19,0.53,17.07,5.35,0.00,9.30,28.33,16.38,3.54,11.85,17.72,12.81,5.94,0.00
Rajnandini Metal,,RAJMET,INE00KV01022,Industrial Products,"Aluminium, Copper & Zinc Products",3.11,41.14,85.99,0.00,0.39,119.60,51.95,-29.68,4.87,14.04,0.24,-0.21,2.14,0.00,-36.51,,8.00,21.65,64.35,11.41,2.27,-69.55,0.00
Rajoo Engineers,522257,RAJOOENG,INE535F01024,Industrial Manufacturing,Industrial Products,53.08,19.55,948.41,0.28,17.35,3.40,123.07,44.67,24.70,11.15,0.07,18.90,26.71,0.00,29.16,64.79,20.62,67.81,138.95,26.55,17.24,32.79,12.62
Rajputana Indu.,,RAJINDLTD,INE0PCU01012,Industrial Products,"Aluminium, Copper & Zinc Products",66.55,11.25,147.84,0.00,3.69,32.26,204.08,22.12,19.67,6.71,0.83,17.26,2.75,0.00,39.98,57.62,17.17,8.97,3.77,21.32,4.14,22.42,13.24
Rajputana Stain.,544731,RSL,INE313L01016,Industrial Products,Iron & Steel Products,183.46,26.06,1533.13,0.27,20.20,80.52,306.54,32.41,25.33,13.87,0.19,19.15,5.37,0.00,1.90,28.58,24.71,32.09,70.66,29.55,9.30,8.05,4.35
Rajshree Polypac,,RPPL,INE760W01023,Industrial Products,Packaging,19.00,6.90,141.06,0.00,7.26,77.94,102.91,24.71,11.25,4.68,0.66,9.67,3.61,0.00,9.62,16.57,8.51,18.80,57.76,10.47,13.75,5.71,0.36
Raksan Transformers,544924,,INE1S7M01017,Electrical Equipment,Heavy Electrical Equipment,274.15,17.21,572.79,0.00,,,,,55.36,12.51,0.27,54.53,43.43,0.00,71.69,113.10,53.28,14.86,27.58,52.22,12.95,11.95,3.73
Ram Ratna Wires,522281,RAMRAT,INE207E01023,Electrical Equipment,Other Electrical Equipment,570.00,41.11,5320.90,0.44,35.16,127.75,1853.28,88.63,23.58,18.58,1.17,20.61,2.81,0.02,25.01,35.09,17.03,-92.99,272.69,20.47,5.04,60.51,33.56
Rama Steel Tubes,539309,RAMASTEEL,INE230R01035,Industrial Products,Iron & Steel Products,4.48,56.60,732.95,0.00,5.44,-3.95,223.34,-16.70,5.43,27.46,0.27,2.75,2.26,0.00,-5.61,-24.31,5.02,-108.76,-39.65,8.19,1.99,-1.84,4.03
Rapicut Carbides,500360,,INE350D01015,Industrial Manufacturing,Industrial Products,277.10,12.78,148.80,0.00,8.17,679.43,82.04,690.37,11.29,9.65,0.00,9.98,25.07,0.00,34.50,52.20,0.06,11.77,10.77,3.06,8.81,304.89,1.12
Rappid Valves,,RAPPID,INE0MVO01012,Industrial Products,Other Industrial Products,351.70,28.18,182.60,0.00,3.10,-14.84,24.41,-24.92,16.21,18.62,0.35,13.37,7.51,0.00,48.06,141.51,20.80,-10.83,-26.13,26.20,19.37,2.11,0.00
Rasi Electrodes,531233,,INE822D01021,Industrial Manufacturing,Industrial Products,13.19,11.44,41.06,1.52,1.33,5.56,17.64,-9.17,11.82,5.48,0.00,8.17,164.00,0.00,-6.29,0.22,8.63,6.43,15.40,11.84,5.38,-11.78,0.33
Rathi Bars,532918,,INE575I01016,Industrial Products,Iron & Steel Products,15.62,,25.51,0.00,-15.62,-1959.52,0.00,-100.00,-3.53,-6.23,1.01,-12.70,-3.84,0.00,-8.58,,-1.93,1.42,10.89,2.89,-8.04,-51.04,0.00
Rathi Steel,504903,,INE336C01016,Industrial Products,Iron & Steel Products,21.81,13.02,188.36,0.00,3.48,84.13,193.41,24.55,10.98,7.87,0.38,9.56,2.86,0.00,-0.48,2.33,9.16,-1.32,11.77,12.67,3.96,42.10,4.93
Ratnamani Metals,520111,RATNAMANI,INE703B01027,Industrial Products,Iron & Steel Products,2778.30,44.38,19473.66,0.36,107.02,-37.67,971.63,-15.63,17.91,23.44,0.08,12.63,26.59,0.00,0.15,-1.41,16.30,936.01,1983.46,22.38,16.96,-16.31,302.05
Ratnaveer Precis,543978,RATNAVEER,INE05CZ01011,Industrial Products,Iron & Steel Products,333.95,41.47,2802.72,0.00,18.24,22.01,314.64,18.90,12.29,21.97,0.50,12.37,4.36,0.00,30.60,36.96,14.06,-48.41,58.87,13.15,10.49,17.48,82.38
Ravindra Energy,504341,RELTD,INE206N01018,Electrical Equipment,Other Electrical Equipment,148.77,49.49,2954.01,0.00,1.64,-92.75,119.97,-26.24,15.89,21.60,1.19,21.18,2.88,20.41,29.07,73.10,15.73,171.85,303.63,12.24,28.22,28.23,22.20
Raymond,500330,RAYMOND,INE301A01014,Industrial Manufacturing,Industrial Products,1196.65,47.38,7966.55,0.00,30.85,1.85,605.61,15.51,3.14,25.60,0.37,167.82,2.27,0.00,-35.42,109.14,130.79,41.77,808.17,1.56,11.08,13.45,38.96
RDB Rasayans,533608,,INE123M01017,Industrial Products,Packaging,162.10,7.76,287.16,0.00,11.60,35.36,31.93,14.08,19.60,5.51,0.00,14.44,712.14,0.00,2.47,11.79,13.50,-20.53,-107.97,18.17,19.97,5.74,0.00
Refractory Shap.,,REFRACTORY,INE0TNX01015,Industrial Products,Electrodes & Refractories,37.90,17.25,82.62,0.00,0.15,-95.18,22.61,-35.84,10.70,10.05,0.39,9.96,6.59,0.00,14.53,35.63,15.19,1.44,-0.04,14.87,13.99,-2.94,0.00
Relicab Cable,539760,,INE773T01014,Electrical Equipment,Other Electrical Equipment,34.93,19.81,35.26,0.00,0.42,-22.22,17.19,59.91,18.12,8.50,0.96,13.10,1.70,99.94,22.94,9.43,13.33,0.29,5.43,19.60,6.41,59.12,0.00
Remi Edelstahl,513043,,INE158G01015,Industrial Products,Iron & Steel Products,246.75,111.35,331.83,0.00,0.45,114.29,35.19,32.19,6.24,39.48,0.76,3.72,2.75,0.00,1.66,142.91,4.24,-22.14,-4.41,6.47,5.96,5.63,27.76
Revathi Equip,544246,RVTH,INE0DAB01012,Industrial Manufacturing,Industrial Products,654.60,12.94,200.76,0.00,2.04,257.89,30.02,34.86,14.95,7.99,0.48,10.52,3.13,0.00,,,18.33,-30.16,41.88,20.33,14.48,1.29,0.35
Rex Sealing,543744,,INE0MFT01014,Industrial Products,Packaging,133.15,19.12,34.42,0.00,1.10,52.78,20.91,25.74,11.56,9.34,0.15,8.43,4.30,0.00,15.02,77.84,11.98,4.54,2.37,16.46,10.37,9.74,0.00
Rexnord Electr.,531888,,INE687C01012,Industrial Manufacturing,Industrial Products,104.42,20.98,138.46,0.00,2.48,60.00,34.11,8.11,8.35,7.62,0.22,5.68,4.43,0.00,11.17,-11.71,7.54,16.23,24.81,10.88,15.32,8.77,1.58
RFBL Flexi Pack,,RFBL,INE0V2V01015,Industrial Products,Packaging,102.00,28.83,237.81,0.00,6.89,56.59,133.82,46.03,34.19,19.00,0.38,36.84,13.27,0.00,46.96,130.92,51.03,10.09,2.55,53.52,8.80,9.53,0.00
